Landshlutar,Póstnúmer,Age,Gender,Other Category,Flettingar,% Δ,Fjöldi eigna,% Δ,Avg. Time on Page,% Δ
Reykjavík,104 Reykjavík (Laugardalur),45-54,female,Arts & Entertainment/TV & Video/Online Video,183,,3,,16.619631901840492,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",18-24,male,[Life Events] Job Change/Starting New Job Soon,183,-0.44376899696048633,2,-0.6,21.06508875739645,0.19910275122846163
Mosfellsbær,276 Mosfellsbær,55-64,female,Arts & Entertainment/Celebrities & Entertainment News,183,,1,,9.829113924050633,
Reykjavík,105 Reykjavík (Hlíðar),25-34,male,Arts & Entertainment/Celebrities & Entertainment News,183,-0.5704225352112676,2,-0.5,22.348993288590606,-0.21661121901501884
Mosfellsbær,276 Mosfellsbær,65+,female,Law & Government/Government/Royalty,183,,1,,21.11042944785276,
Reykjavík,111 Reykjavík (Breiðholt),35-44,female,Arts & Entertainment/Celebrities & Entertainment News,180,-0.21397379912663755,1,-0.5,18.57831325301205,0.9127519251317194
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",65+,male,Arts & Entertainment/TV & Video/Online Video,179,,2,,15.32121212121212,
Reykjavík,105 Reykjavík (Hlíðar),35-44,male,News/Sports News,179,-0.450920245398773,2,-0.3333333333333333,24.65771812080537,0.6734631004988837
Vesturland,300 Akranes,45-54,male,Arts & Entertainment/Celebrities & Entertainment News,178,0.6036036036036037,2,0,5.860927152317881,-0.6908660597808652
Mosfellsbær,270 Mosfellsbær,35-44,female,Arts & Entertainment/TV & Video/Online Video,178,,1,,21.17721518987342,
Reykjavík,104 Reykjavík (Laugardalur),18-24,female,[Life Events] Moving/Recently Moved,178,0.047058823529411764,2,-0.3333333333333333,5.035087719298246,-0.7100503195974431
Mosfellsbær,270 Mosfellsbær,25-34,male,[Life Events] Moving/Moving Soon,178,3.13953488372093,2,1,14.732876712328768,-0.48112600692972324
Hafnafjörður,221 Hafnarfjörður,25-34,male,News/Sports News,177,,1,,3.418300653594771,
Reykjavík,109 Reykjavík (Breiðholt),25-34,female,Sports/Team Sports/Soccer,177,,2,,22.572327044025158,
Reykjavík,105 Reykjavík (Hlíðar),25-34,female,[Life Events] Purchasing a Home/Recently Purchased a Home,176,-0.40939597315436244,2,-0.5,9.04516129032258,0.13535836483437674
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),65+,female,Arts & Entertainment/Celebrities & Entertainment News,175,0.19047619047619047,1,0,28.434782608695652,0.32326369282891027
Vesturland,311 Borgarnes,18-24,male,Arts & Entertainment/TV & Video/Online Video,175,0.6826923076923077,1,0,26.175324675324674,5.711621711621712
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),55-64,male,News/Sports News,174,,2,,7.8133333333333335,
Reykjavík,112 Reykjavík (Grafarvogur),65+,male,Sports/Team Sports/Soccer,174,,3,,19.283132530120483,
Reykjavík,109 Reykjavík (Breiðholt),35-44,male,Arts & Entertainment/TV & Video/Online Video,174,0.05454545454545454,2,0,7.594594594594595,-0.3178222192041288
Mosfellsbær,276 Mosfellsbær,45-54,female,Arts & Entertainment/TV & Video/Online Video,174,,1,,19.326797385620914,
Vesturland,310 Borgarnes,45-54,female,Sports/Team Sports/Soccer,173,,1,,6.150326797385621,
Suðurland,810 Hveragerði,45-54,male,Sports/Team Sports/Soccer,172,0.19444444444444445,2,1,9.768115942028986,0.11581576104493742
Reykjavík,104 Reykjavík (Laugardalur),55-64,female,Arts & Entertainment/TV & Video/Online Video,172,,2,,11.784810126582279,
Vesturland,311 Borgarnes,45-54,male,News/Sports News,171,0.08917197452229299,1,0,19.051612903225806,0.3940204563335956
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),18-24,female,[Life Events] Job Change/Recently Started New Job,170,,2,,5.386206896551724,
Mosfellsbær,270 Mosfellsbær,45-54,female,Arts & Entertainment/Celebrities & Entertainment News,170,1.9824561403508771,2,1,4.503401360544218,0.7870640319619912
Vesturland,310 Borgarnes,65+,male,Arts & Entertainment/TV & Video/Online Video,170,,1,,16.552447552447553,
Reykjavík,105 Reykjavík (Hlíðar),65+,male,Sports/Team Sports/Soccer,170,-0.4551282051282051,2,-0.5,21.727272727272727,0.06256657250034724
Reykjavík,110 Reykjavík (Árbær),25-34,male,[Life Events] Job Change/Recently Started New Job,169,1.2533333333333334,2,1,4.264516129032258,-0.5054594741122256
Mosfellsbær,276 Mosfellsbær,65+,male,Sports/Team Sports/Soccer,168,,1,,25.52,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),55-64,female,Arts & Entertainment/Celebrities & Entertainment News,167,1.7377049180327868,2,1,8.740506329113924,0.02719625662663624
Reykjavík,110 Reykjavík (Árbær),65+,female,Arts & Entertainment/TV & Video/Online Video,167,,2,,27.18867924528302,
Garðabær,210 Garðabær,35-44,female,Sports/Team Sports/Soccer,166,,2,,20.50980392156863,
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),25-34,male,News/Sports News,166,0.7849462365591398,1,0,54.78431372549019,1.2170151336985304
Mosfellsbær,276 Mosfellsbær,35-44,male,Arts & Entertainment/Celebrities & Entertainment News,166,,1,,4.943262411347518,
Vesturland,300 Akranes,55-64,female,Arts & Entertainment/Celebrities & Entertainment News,166,0.07792207792207792,1,-0.5,14.566433566433567,-0.36533073727547694
Suðurland,810 Hveragerði,45-54,female,Arts & Entertainment/TV & Video/Online Video,165,0.8131868131868132,2,1,22.97872340425532,3.5472407792061973
Reykjanes,250 Garður,25-34,male,Arts & Entertainment/Celebrities & Entertainment News,164,,1,,23.067226890756302,
Garðabær,210 Garðabær,35-44,male,News/Sports News,164,-0.5406162464985994,2,-0.5,6.935714285714286,-0.3194601849090367
Vesturland,300 Akranes,65+,male,Arts & Entertainment/TV & Video/Online Video,162,0.7419354838709677,2,1,22.95138888888889,6.202318688981869
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,female,[Life Events] Moving/Moving Soon,161,,2,,15.397058823529411,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),45-54,female,Arts & Entertainment/Music & Audio/Pop Music,161,,2,,49.63576158940398,
Mosfellsbær,276 Mosfellsbær,35-44,female,Sports/Team Sports/Soccer,161,,1,,3.548611111111111,
Reykjavík,104 Reykjavík (Laugardalur),25-34,female,Food & Drink/Cooking & Recipes,161,,2,,15.124137931034483,
Reykjavík,105 Reykjavík (Hlíðar),25-34,female,Beauty & Fitness/Hair Care,161,0.025477707006369428,2,0,20.42222222222222,2.2119457485654666
Álftanes,225 Álftanes,25-34,female,Arts & Entertainment/TV & Video/Online Video,161,-0.27802690582959644,2,-0.3333333333333333,11.82857142857143,-0.44155717081353085
Mosfellsbær,270 Mosfellsbær,18-24,male,Sports/Team Sports/Soccer,160,,2,,5.450704225352113,
Reykjavík,110 Reykjavík (Árbær),25-34,male,Arts & Entertainment/Humor/Funny Pictures & Videos,159,2.697674418604651,2,1,17.574468085106382,-0.3674559152247703
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",45-54,female,Arts & Entertainment/TV & Video/Online Video,159,,2,,4.815602836879433,
Reykjavík,110 Reykjavík (Árbær),25-34,female,Food & Drink/Cooking & Recipes,158,,2,,10.073825503355705,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",65+,male,Arts & Entertainment/Celebrities & Entertainment News,158,0.27419354838709675,2,1,10.435714285714285,-0.49094076655052266
Vesturland,300 Akranes,18-24,male,[Life Events] Moving/Moving Soon,157,0.12142857142857143,1,-0.5,14.143939393939394,-0.17165801499622868
Vesturland,301 Akranes,35-44,female,Arts & Entertainment/Celebrities & Entertainment News,157,,1,,13.083333333333334,
Reykjavík,107 Reykjavík (Vesturbær),65+,male,Arts & Entertainment/TV & Video/Online Video,157,1.5737704918032787,2,1,15.625806451612902,1.054096622747236
Mosfellsbær,276 Mosfellsbær,25-34,female,[Life Events] Moving/Moving Soon,157,,1,,22.94890510948905,
Reykjavík,109 Reykjavík (Breiðholt),35-44,male,News/Sports News,157,-0.35918367346938773,2,0,19.88888888888889,2.046742699153275
Vesturland,300 Akranes,35-44,male,Arts & Entertainment/TV & Video/Online Video,157,-0.24154589371980675,1,-0.6666666666666666,36.22222222222222,9.5544061302682
Reykjavík,101 Reykjavík (Miðborg),35-44,male,Sports/Team Sports/Soccer,156,-0.7511961722488039,2,-0.7142857142857143,21.626984126984127,0.022406214616847237
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),55-64,female,Arts & Entertainment/TV & Video/Online Video,154,,2,,5.7226277372262775,
Mosfellsbær,276 Mosfellsbær,25-34,female,Food & Drink/Cooking & Recipes,154,,1,,14.156716417910447,
Álftanes,225 Álftanes,65+,female,Arts & Entertainment/TV & Video/Online Video,153,,2,,28.802816901408452,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),45-54,female,Reference/General Reference/Dictionaries & Encyclopedias,153,,2,,23.124137931034483,
Reykjavík,111 Reykjavík (Breiðholt),25-34,male,Arts & Entertainment/Humor/Funny Pictures & Videos,153,,2,,32.956204379562045,
Reykjavík,110 Reykjavík (Árbær),35-44,male,Arts & Entertainment/Celebrities & Entertainment News,153,,1,,4.393939393939394,
Hafnafjörður,220 Hafnarfjörður,25-34,male,Sports/Combat Sports/Martial Arts/Mixed Martial Arts/Ultimate Fighting Championship (UFC),153,,1,,26.584,
Mosfellsbær,276 Mosfellsbær,25-34,female,[Life Events] Job Change/Recently Started New Job,153,,1,,24.235294117647058,
Hafnafjörður,220 Hafnarfjörður,45-54,male,News/Sports News,153,,1,,9.936507936507937,
Vesturland,310 Borgarnes,18-24,female,Arts & Entertainment/Celebrities & Entertainment News,153,,2,,2.5234375,
Mosfellsbær,270 Mosfellsbær,45-54,male,News/Sports News,152,,2,,24.954545454545453,
Suðurland,810 Hveragerði,25-34,male,News/Sports News,152,-0.6209476309226932,2,-0.3333333333333333,9.3046875,0.06167244976158029
Garðabær,210 Garðabær,45-54,female,Sports/Team Sports/Soccer,152,-0.3303964757709251,2,-0.3333333333333333,14.432624113475176,-0.5112640801001253
Reykjanes,250 Garður,25-34,female,Arts & Entertainment/Online Media/Online Image Galleries,151,,1,,15.175,
Reykjavík,101 Reykjavík (Miðborg),55-64,female,Arts & Entertainment/Celebrities & Entertainment News,151,-0.8594040968342644,2,-0.8461538461538461,20.86394557823129,0.4869348847489286
Reykjavík,112 Reykjavík (Grafarvogur),45-54,male,Sports/Team Sports/Soccer,151,,2,,21.742424242424242,
Norð-Austurland,550 Sauðárkrókur,25-34,male,Sports/Team Sports/Soccer,151,0.17054263565891473,1,-0.5,3.291044776119403,-0.1612628604550065
Vesturland,300 Akranes,25-34,female,Pets & Animals/Pets/Dogs,151,,1,,22.055555555555557,
Reykjanes,230 Reykjanesbær,25-34,male,[Life Events] Job Change/Starting New Job Soon,151,1.7962962962962963,2,1,41.992,0.7219459459459459
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),18-24,male,[Life Events] Moving/Recently Moved,151,,2,,11.521739130434783,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",35-44,male,Arts & Entertainment/TV & Video/Online Video,150,-0.7115384615384616,2,-0.6666666666666666,10.717391304347826,-0.4610389917700342
Hafnafjörður,220 Hafnarfjörður,25-34,male,Arts & Entertainment/TV & Video/Online Video/Live Video Streaming,149,,1,,13.235294117647058,
Reykjavík,"102 Reykjavík, international mail sorting station",25-34,male,Arts & Entertainment/TV & Video/Online Video,149,-0.5681159420289855,1,-0.6666666666666666,6.328671328671328,-0.6452761486810727
Mosfellsbær,276 Mosfellsbær,25-34,female,[Life Events] Moving/Recently Moved,149,,1,,13.555555555555555,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),18-24,male,[Life Events] Moving/Moving Soon,149,,2,,33.557377049180324,
Hafnafjörður,221 Hafnarfjörður,35-44,male,News/Sports News,149,,2,,8.77037037037037,
Reykjavík,105 Reykjavík (Hlíðar),35-44,female,Sports/Team Sports/Soccer,149,0.4056603773584906,1,0,47.141843971631204,1.576798145745089
Mosfellsbær,276 Mosfellsbær,55-64,female,Hobbies & Leisure/Crafts/Fiber & Textile Arts,149,,1,,10.98360655737705,
Reykjavík,107 Reykjavík (Vesturbær),55-64,female,Arts & Entertainment/Celebrities & Entertainment News,148,-0.4126984126984127,2,0,9.910344827586206,0.7680055172413792
Hafnafjörður,220 Hafnarfjörður,25-34,female,Food & Drink/Food/Baked Goods,148,,2,,11.846153846153847,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),65+,male,News/Sports News,147,,2,,20.5859375,
Vesturland,311 Borgarnes,18-24,male,Sports/Team Sports/Soccer,147,0.41346153846153844,1,0,30.047619047619047,3.033237456056248
Vesturland,300 Akranes,65+,female,Arts & Entertainment/Celebrities & Entertainment News,147,-0.25757575757575757,1,-0.6666666666666666,47.642857142857146,2.4195445681575145
Reykjavík,104 Reykjavík (Laugardalur),45-54,male,Arts & Entertainment/TV & Video/Online Video,147,,2,,15.976923076923077,
Garðabær,210 Garðabær,45-54,male,Arts & Entertainment/Celebrities & Entertainment News,146,0.5051546391752577,2,1,3.0655737704918034,-0.6360701529444088
Mosfellsbær,276 Mosfellsbær,18-24,male,Arts & Entertainment/TV & Video/Online Video,146,,1,,18.6,
Reykjavík,110 Reykjavík (Árbær),35-44,male,News/Sports News,146,,1,,3.516949152542373,
Kópavogur,"203 Kópavogur (Kórar, Hvörf, Þing)",35-44,female,Arts & Entertainment/Celebrities & Entertainment News,146,1.0277777777777777,2,1,34.87903225806452,1.4369629525285255
Álftanes,225 Álftanes,45-54,male,Arts & Entertainment/TV & Video/Online Video,146,0.5051546391752577,2,1,32.94202898550725,4.239408632064224
Reykjavík,110 Reykjavík (Árbær),25-34,female,[Life Events] Job Change/Recently Started New Job,145,1.3770491803278688,2,1,29.763358778625953,3.695065046769164
Mosfellsbær,276 Mosfellsbær,25-34,female,Arts & Entertainment/Music & Audio/Pop Music,144,,1,,13.53781512605042,
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),65+,female,News/Politics,144,,1,,42.18248175182482,
Vesturland,300 Akranes,18-24,female,Arts & Entertainment/TV & Video/Online Video,144,,1,,14.504065040650406,
Vesturland,301 Akranes,35-44,male,News/Sports News,144,0.92,1,0,4.482456140350878,-0.568459191456903
Hafnafjörður,220 Hafnarfjörður,25-34,female,Reference/General Reference/Dictionaries & Encyclopedias,144,,2,,13.808510638297872,
Reykjavík,105 Reykjavík (Hlíðar),55-64,female,Arts & Entertainment/TV & Video/Online Video,144,-0.5955056179775281,2,-0.5,20.125,-0.41639900890153253
Reykjanes,230 Reykjanesbær,25-34,male,[Life Events] Moving/Moving Soon,144,,2,,24.49579831932773,
Reykjavík,"102 Reykjavík, international mail sorting station",35-44,male,Sports/Team Sports/Soccer,144,-0.46863468634686345,2,-0.3333333333333333,4.709923664122138,-0.5689504491139104
Reykjavík,101 Reykjavík (Miðborg),25-34,male,Arts & Entertainment/Celebrities & Entertainment News,144,-0.4,2,-0.3333333333333333,0.3402061855670103,-0.9874782195021116
Vesturland,301 Akranes,25-34,male,[Life Events] Moving/Moving Soon,143,,1,,7.265486725663717,
Reykjanes,230 Reykjanesbær,65+,female,Arts & Entertainment/Celebrities & Entertainment News,143,,2,,26.560344827586206,
Mosfellsbær,270 Mosfellsbær,45-54,female,Arts & Entertainment/TV & Video/Online Video,143,,2,,28.30708661417323,
Suðurland,810 Hveragerði,35-44,male,Arts & Entertainment/TV & Video/Online Video,141,-0.04081632653061224,2,1,20.368852459016395,0.02934671955628891
Vesturland,310 Borgarnes,25-34,male,[Life Events] Job Change/Recently Started New Job,141,,2,,18.863247863247864,
Mosfellsbær,270 Mosfellsbær,25-34,female,Sports/Team Sports/Soccer,141,,1,,33.616,
Reykjavík,111 Reykjavík (Breiðholt),25-34,female,[Life Events] Job Change/Recently Started New Job,141,1.4736842105263157,1,0,8.477611940298507,-0.7750102988243496
Reykjavík,104 Reykjavík (Laugardalur),35-44,male,Arts & Entertainment/TV & Video/Online Video,140,,2,,28.902439024390244,
Norðurland,640 Húsavík,25-34,male,Sports/Team Sports/Soccer,140,-0.2893401015228426,1,-0.5,23.93103448275862,5.151426774175102
Reykjanes,233 Reykjanesbær,25-34,female,Arts & Entertainment/Celebrities & Entertainment News,140,,1,,12.154545454545454,
Norðurland,603 Akureyri,65+,male,Sports/Team Sports/Soccer,140,,2,,20.59375,
Reykjavík,109 Reykjavík (Breiðholt),25-34,female,[Life Events] Moving/Moving Soon,140,0.06060606060606061,2,1,32.25438596491228,7.968694056569996
Vesturland,301 Akranes,45-54,female,Arts & Entertainment/Celebrities & Entertainment News,139,,1,,16.152542372881356,
Vesturland,311 Borgarnes,25-34,male,News/Sports News,139,-0.6233062330623306,1,-0.5,25.517241379310345,0.6837637613097471
Norðurland,603 Akureyri,65+,female,Arts & Entertainment/TV & Video/Online Video,138,,2,,24.2,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),18-24,female,Arts & Entertainment/TV & Video/Online Video,137,1.537037037037037,2,1,18.357723577235774,-0.6471025840592892
Reykjanes,260 Reykjanesbær,35-44,male,Sports/Team Sports/Soccer,136,1.2295081967213115,2,1,36.8780487804878,0.013958571357607499
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",25-34,male,Arts & Entertainment/Celebrities & Entertainment News,136,0.3076923076923077,2,1,6.878504672897196,-0.09641974740266715
Vesturland,301 Akranes,65+,female,Arts & Entertainment/TV & Video/Online Video,136,0.10569105691056911,2,1,21.359649122807017,-0.2338530308455121
Mosfellsbær,276 Mosfellsbær,25-34,female,Sports/Team Sports/Soccer,136,,1,,9.787610619469026,
Reykjavík,110 Reykjavík (Árbær),25-34,female,Sports/Team Sports/Soccer,136,,1,,27,
Mosfellsbær,276 Mosfellsbær,25-34,male,[Life Events] Job Change/Starting New Job Soon,136,,1,,9.28448275862069,
Vesturland,310 Borgarnes,55-64,female,Arts & Entertainment/TV & Video/Online Video,136,,1,,18.70689655172414,
Vesturland,311 Borgarnes,25-34,male,[Life Events] Moving/Moving Soon,136,0.44680851063829785,1,0,58.60162601626016,3.566360468799493
Vestfirðir,450 Patreksfjörður,45-54,male,Sports/Team Sports/Soccer,136,,1,,69.76106194690266,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",18-24,female,Arts & Entertainment/Celebrities & Entertainment News,134,-0.7697594501718213,2,-0.7142857142857143,12.07258064516129,-0.5682160262573351
Reykjanes,250 Garður,25-34,female,Food & Drink/Cooking & Recipes,134,,1,,23.18348623853211,
Reykjavík,109 Reykjavík (Breiðholt),45-54,male,News/Sports News,134,0.17543859649122806,2,1,7.0964912280701755,-0.4713059530546797
Vesturland,310 Borgarnes,65+,female,Pets & Animals/Pets/Dogs,134,,1,,10.837837837837839,
Reykjavík,111 Reykjavík (Breiðholt),18-24,male,Sports/Team Sports/Soccer,134,,1,,42.24390243902439,
